 -0.9848 	-0.6626
 -0.9397 	-0.6361
 -0.8660 	-0.5807
 -0.7660 	-0.5225
 -0.6428 	-0.4384
 -0.5000    	-0.3420
 -0.3420	-0.2334
 -0.1736 	-0.1132
 0.0000	0.0000
 0.1736 	0.1132
 0.3420 	0.2250
 0.5000    	0.3338
 0.6428 	0.4305
 0.7660 	0.5150
 0.8660 	0.5878
 0.9397 	0.6361
 0.9848 	0.6691
